TID	Items	Quantities	Profit	Utility
T40	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70,72,74	4,4,4,4,4,4,2,3,2,4,4,1,2,2,4,1,3,1,3,2,2,2,1,3,1,3,4,1,3,2,3,4,4,4,2,2,1	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	4,-4,16,16,-16,-20,-2,-15,-10,-20,-8,5,-6,4,-4,4,-3,-3,-6,-8,-6,-2,-4,-3,-4,-3,-20,-3,-6,-10,-12,16,-12,-16,6,4,-4
T41	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	3,3,3,4,1,1,1,1,4,2,1,4,4,1,3,1,1,4,2,2,2,4,1,1,3,4,4,4,4,4,4,2,4,1,2,4,1	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-3,12,16,-4,-5,-1,-5,-20,-10,-2,20,-12,2,-3,4,-1,-12,-4,-8,-6,-4,-4,-1,3,-4,-20,-12,-8,-20,-16,-6,-12,-4,6,8,-4
T42	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,65,66,68,70,72,74	3,4,1,2,1,2,3,1,4,4,4,2,1,4,4,3,3,3,3,1,3,2,2,4,2,1,4,4,1,3,3,3,3,2,4,2,3	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	3,-4,4,8,-4,-10,-3,-5,-20,-20,-8,10,-3,8,-4,12,-3,-9,-6,-4,-9,-2,-8,-4,2,-1,-20,-12,-2,-15,-12,12,-9,-8,12,4,-12
T43	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,63,64,66,68,70,72,74	2,1,3,4,1,2,4,4,4,3,3,1,3,1,2,1,2,2,2,4,2,3,2,3,1,3,3,3,2,4,4,4,1,1,2,4,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,-3,-3,-4,3,2,-4	2,-1,12,16,-4,-10,-4,-20,-20,-15,-6,5,-9,2,-2,4,-2,-6,-4,-16,-6,-3,-8,-3,1,-3,-15,-9,-4,-20,4,-12,-3,-4,6,8,-16
T44	1,4,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	4,3,4,4,3,2,4,3,1,2,1,2,3,3,2,3,3,2,1,4,2,1,3,2,3,1,3,1,4,1,3,1,2,1,4,3,2	1,-1,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-3,16,16,-12,2,-4,-12,-5,-10,-2,10,-9,6,-2,12,-3,-6,-2,-16,-4,-1,-12,-2,3,-1,-15,-3,-8,-5,-12,-3,-6,-4,12,6,-8
T45	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70,73,74	2,4,3,2,4,3,1,2,4,3,1,3,1,3,4,4,2,2,3,4,4,3,4,2,1,3,1,2,2,4,2,1,2,4,2,1,3	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	2,-4,12,8,-16,-15,-1,-10,-20,-15,-2,15,-3,6,-4,16,-2,-6,-6,-16,-12,-3,-16,-2,-4,-3,-5,-6,-4,-20,-8,4,-6,-16,6,2,-12
T46	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,73,74	2,4,1,2,1,3,4,1,3,3,4,1,2,3,4,4,1,4,3,4,2,2,4,4,2,3,1,2,3,4,4,3,3,3,1,4,2	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-4,4,8,-4,-15,-4,-5,-15,-15,-8,5,-6,6,-4,16,-1,-12,-6,-16,-6,-2,-16,-4,2,-3,-5,-6,-6,-20,-16,-9,-9,-12,3,8,-8
T47	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,43,44,46,48,51,52,54,56,58,60,62,64,66,68,70,73,74	4,4,3,1,1,1,3,4,2,4,1,1,1,4,1,1,2,1,4,3,4,2,1,4,2,4,4,1,1,1,1,1,1,2,2,2,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-2,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-4,12,4,-4,-5,-3,-20,-10,-20,-2,5,-3,8,-1,4,-2,-3,-8,-12,-8,-2,-4,-4,2,-4,-20,-3,-2,-5,-4,-3,-3,-8,6,4,-16
T48	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,65,66,68,70,73,74	2,1,4,1,3,4,1,3,2,3,4,3,4,2,1,4,3,2,3,2,1,4,2,3,1,4,1,3,4,4,4,2,4,3,2,1,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	2,-1,16,4,-12,-20,-1,-15,-10,-15,-8,15,-12,4,-1,16,-3,-6,-6,-8,-3,-4,-8,-3,1,-4,-5,-9,-8,-20,-16,8,-12,-12,6,2,-16
T49	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	3,3,1,2,4,4,1,2,2,2,2,1,1,2,2,2,1,4,4,2,1,2,3,3,4,3,3,3,4,2,3,2,2,4,4,3,1	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-3,4,8,-16,-20,-1,-10,-10,-10,-4,5,-3,4,-2,-10,-1,-12,-8,-8,-3,-2,-12,-3,-16,-3,-15,-9,-8,-10,-12,-6,-6,-16,12,6,-4
T50	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,70,72,74	2,2,4,2,4,4,3,2,4,2,3,1,3,3,3,3,1,1,4,2,2,1,1,3,2,2,2,3,1,4,1,1,4,3,2,2,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	2,-2,16,8,-16,-20,-3,-10,-20,-10,-6,5,-9,6,-3,-12,-1,-3,-8,-8,-6,-1,-4,-3,-8,-2,-10,-9,-2,-20,-4,4,-12,-12,6,4,-16
T51	1,4,5,7,9,11,13,16,17,19,21,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	1,4,4,2,1,1,1,4,3,1,1,4,4,4,3,2,2,2,3,3,1,1,2,3,1,2,4,2,4,4,3,1,4,2,2,1,1	1,-1,4,4,-4,-5,-1,-4,-5,-5,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-4,16,8,-4,-5,-1,-16,-15,-5,-2,20,-12,8,-3,-10,-2,-6,-6,-12,-3,-1,-8,-3,-4,-2,-20,-6,-8,-20,-12,-3,-12,-8,6,2,-4
T52	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,32,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	4,3,3,3,2,4,4,3,1,1,1,3,2,4,3,2,2,3,4,3,4,1,1,1,3,3,2,2,1,2,3,2,4,2,1,2,2	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-3,12,12,-8,-20,-4,-15,-5,-5,-2,15,-6,8,-3,-8,-2,-9,-8,-12,-12,-1,-4,-1,3,-3,-10,-6,-2,-10,-12,-6,-12,-8,3,4,-8
T53	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,32,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,65,66,68,70,72,74	3,2,4,1,2,4,1,1,4,3,2,4,2,1,1,1,2,1,1,1,3,3,4,1,1,3,3,2,4,4,3,2,1,2,2,2,4	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,3,2,-4	3,-2,16,4,-8,-20,-1,-5,-20,-15,-4,20,-6,2,-1,-4,-2,-3,-2,-4,-9,-3,-16,-1,1,-3,-15,-6,-8,-20,-12,8,-3,-8,6,4,-16
T54	1,4,5,7,9,11,13,16,17,19,21,24,25,27,29,32,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	1,1,2,1,1,4,3,2,4,4,3,4,1,4,3,3,3,4,2,2,2,2,2,4,2,1,3,2,2,1,1,3,4,1,4,2,4	1,-1,4,4,-4,-5,-1,-4,-5,-5,-2,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-1,8,4,-4,-20,-3,-8,-20,-20,-6,20,-3,8,-3,-12,-3,-12,-4,-8,-6,-2,-8,-4,2,-1,-15,-6,-4,-5,-4,-9,-12,-4,12,4,-16
T55	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,33,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,73,74	3,1,4,2,4,3,3,1,2,3,1,2,2,1,3,2,1,4,2,1,2,4,2,2,1,1,3,1,2,3,2,3,4,1,2,1,3	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-1,16,8,-16,-15,-3,-5,-10,-15,-2,10,-6,2,-3,-10,-1,-12,-4,-4,-6,-4,-8,-2,-4,-1,-15,-3,-4,-15,-8,-9,-12,-4,6,2,-12
T56	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,32,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,73,74	3,4,4,1,2,3,3,1,4,2,2,4,1,4,3,1,4,2,1,3,3,3,4,3,4,2,1,1,2,2,2,2,3,2,2,4,2	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-4,16,4,-8,-15,-3,-5,-20,-10,-4,20,-3,8,-3,-4,-4,-6,-2,-12,-9,-3,-16,-3,4,-2,-5,-3,-4,-10,-8,-6,-9,-8,6,8,-8
T57	1,4,5,7,9,11,13,15,17,19,21,24,25,27,29,33,34,36,38,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,73,74	3,4,2,4,2,2,1,2,1,3,2,3,3,4,1,1,3,3,1,3,4,4,3,3,3,3,3,3,3,2,3,4,4,1,4,3,1	1,-1,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,-5,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-4,8,16,-8,-10,-1,-10,-5,-15,-4,15,-9,8,-1,-5,-3,-9,-2,-12,-12,-4,-12,-3,3,-3,-15,-9,-6,-10,-12,-12,-12,-4,12,6,-4
T58	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,3,4,3,2,1,2,2,1,2,2,4,1,4,4,4,2,3,3,2,4,2,3,1,2,1,1,4,1,1,1,1,2,1,1,2,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-6,16,12,-8,-5,-2,-10,-5,-10,-4,-12,-3,8,-4,16,-2,-9,-9,-8,-12,-2,-12,-1,-8,-1,-5,-12,-2,-5,-4,-3,-6,-4,3,4,-8
T59	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	4,4,4,1,3,4,2,2,3,4,4,2,1,2,1,1,4,2,2,4,3,4,1,1,1,3,3,2,3,4,4,4,2,1,1,1,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-8,16,4,-12,-20,-2,-10,-15,-20,-8,-6,-3,4,-1,4,-4,-6,-6,-16,-9,-4,-4,-1,-4,-3,-15,-6,-6,-20,-16,-12,-6,-4,-1,2,-4
T60	1,3,5,7,9,12,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,2,3,2,1,3,1,3,1,3,2,3,1,2,4,1,1,2,4,1,2,1,3,1,3,1,4,3,2,2,2,4,2,4,1,2,1	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-4,12,8,-4,3,-1,-15,-5,-15,-4,-9,-3,4,-4,4,-1,-6,-12,-4,-6,-1,-12,-1,-12,-1,-20,-9,-4,-10,-8,-12,-6,-16,3,4,-4
T61	1,3,5,7,9,12,13,16,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	1,4,3,2,4,3,3,2,3,2,2,3,1,4,4,4,2,4,1,2,4,3,3,4,2,1,2,2,1,4,2,1,4,1,3,3,1	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-8,12,8,-16,3,-3,-8,-15,-10,-4,-9,-3,8,-4,16,-2,-12,-3,-8,-12,-3,-12,-4,-8,-1,-10,-6,-2,-20,-8,-3,-12,-4,9,6,-4
T62	1,3,5,7,9,12,13,16,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	1,1,3,2,1,3,4,2,4,1,4,4,4,3,3,3,1,2,2,2,3,3,2,1,2,2,1,4,2,2,4,4,1,2,2,4,2	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	1,-2,12,8,-4,3,-4,-8,-20,-5,-8,-12,-12,6,-3,12,-1,-6,-6,-8,-9,-3,-8,-1,-8,-2,-5,-12,-4,-10,-16,-12,-3,-8,-2,8,-8
T63	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	2,3,4,2,2,1,1,3,4,4,4,4,4,4,2,3,1,3,1,1,2,1,1,3,4,2,2,2,3,2,2,3,4,1,4,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-6,16,8,-8,-5,-1,-15,-20,-20,-8,-12,-12,8,-2,12,-1,-9,-3,-4,-6,-1,-4,-3,4,-2,-10,-6,-6,-10,-8,-9,-12,-4,12,6,-12
T64	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,71,72,74	4,3,4,1,4,3,3,1,1,1,2,3,2,3,1,4,1,4,4,4,3,4,2,1,3,3,3,4,3,4,1,4,1,3,3,2,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-6,16,4,-16,-15,-3,-5,-5,-5,-4,-9,-6,6,-1,16,-1,-12,-12,-16,-9,-4,-8,-1,3,-3,-15,-12,-6,-20,-4,-12,-3,-12,-3,4,-12
T65	1,3,5,7,9,12,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	4,1,4,4,1,3,2,1,1,1,4,4,1,2,4,3,2,1,2,2,4,3,2,3,1,2,2,4,4,3,1,4,4,4,4,2,3	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-2,16,16,-4,3,-2,-5,-5,-5,-8,-12,-3,4,-4,12,-2,-3,-6,-8,-12,-3,-8,-3,1,-2,-10,-12,-8,-15,-4,-12,-12,-16,12,4,-12
T66	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,63,64,66,68,71,72,74	2,2,4,2,3,1,2,4,4,4,2,1,3,4,4,2,2,2,2,3,4,4,1,2,2,3,4,4,1,3,2,1,2,3,3,3,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,1,-3,-3,-4,-1,2,-4	2,-4,16,8,-12,-5,-2,-20,-20,-20,-4,-3,-9,8,-4,8,-2,-6,-6,-12,-12,-4,-4,-2,2,-3,-20,-12,-2,-15,2,-3,-6,-12,-3,6,-8
T67	1,3,5,7,9,12,13,16,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,70,72,74	4,1,3,1,1,1,2,2,1,1,3,3,3,1,1,1,3,4,3,1,2,2,1,2,3,4,1,1,3,2,3,3,4,3,1,2,1	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-2,12,4,-4,1,-2,-8,-5,-5,-6,-9,-9,2,-1,4,-3,-12,-9,-4,-6,-2,-4,-2,3,-4,-5,-3,-6,-10,-12,-9,-12,-12,3,4,-4
T68	1,3,5,7,9,12,13,16,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,71,72,74	3,4,4,3,4,3,2,4,3,4,4,1,3,4,1,1,4,4,1,1,1,3,2,1,1,4,2,2,4,1,3,1,3,2,4,2,3	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-8,16,12,-16,3,-2,-16,-15,-20,-8,-3,-9,8,-1,4,-4,-12,-3,-4,-3,-3,-8,-1,1,-4,-10,-6,-8,-5,-12,-3,-9,-8,-4,4,-12
T69	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,69,71,72,74	3,3,3,4,1,4,1,1,2,1,4,1,4,2,4,3,1,1,4,1,3,2,2,1,1,1,4,4,2,3,2,2,3,3,1,4,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,-4	3,-6,12,16,-4,-20,-1,-5,-10,-5,-8,-3,-12,4,-4,12,-1,-3,-12,-4,-9,-2,-8,-1,1,-1,-20,-12,-4,-15,-8,-6,-9,6,-1,8,-4
T70	1,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	1,3,2,4,1,2,1,2,3,2,1,4,4,2,1,1,4,4,4,1,3,1,2,3,2,3,1,3,1,4,1,2,2,3,3,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	1,-6,8,16,-4,-10,-1,-10,-15,-10,-2,20,-12,4,-1,4,-4,-12,-12,-4,-9,-1,-8,-3,-8,-3,-5,-9,-2,-20,-4,-6,-6,-12,-3,6,-12
T71	1,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,71,72,74	2,1,4,3,2,4,4,2,3,2,1,1,2,4,1,1,1,3,3,4,3,1,2,1,3,4,3,2,4,1,1,4,1,1,2,2,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	2,-2,16,12,-8,-20,-4,-10,-15,-10,-2,5,-6,8,-1,4,-1,-9,-9,-16,-9,-1,-8,-1,-12,-4,-15,-6,-8,-5,-4,16,-3,-4,-2,4,-8
T72	1,3,5,7,9,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,71,72,74	4,4,1,1,4,1,2,1,4,4,3,1,1,2,2,1,4,2,4,2,2,4,4,2,4,3,4,4,2,1,4,4,4,1,3,1,1	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	4,-8,4,4,-16,1,-2,-5,-20,-20,-6,5,-3,4,-2,4,-4,-6,-12,-8,-6,-4,-16,-2,-16,-3,-20,-12,-4,-5,-16,16,-12,-4,-3,2,-4
T73	1,3,5,7,10,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,65,66,68,71,72,74	3,4,2,3,1,1,1,2,3,2,4,1,1,2,4,1,3,3,4,4,2,3,1,3,2,3,1,4,1,4,1,3,2,1,1,1,3	1,-2,4,4,4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	3,-8,8,12,4,1,-1,-10,-15,-10,-8,5,-3,4,-4,4,-3,-9,-12,-16,-6,-3,-4,-3,-8,-3,-5,-12,-2,-20,-4,12,-6,-4,-1,2,-12
T74	1,3,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	4,3,1,3,3,3,3,3,3,2,2,2,1,3,4,2,4,4,3,4,4,2,2,4,2,1,4,3,4,1,2,4,3,2,3,3,4	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-6,4,12,-12,3,-3,-12,-15,-10,-4,10,-3,6,-4,8,-4,-12,-9,-16,-12,-2,-8,-4,-8,-1,-20,-9,-8,-5,-8,-12,-9,-8,-3,6,-16
T75	1,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,71,72,74	3,2,1,4,4,4,1,2,4,3,4,4,2,2,4,4,1,1,1,3,2,3,3,4,4,1,1,4,4,4,4,3,1,4,4,1,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-4,4,16,-16,-20,-1,-10,-20,-15,-8,20,-6,4,-4,16,-1,-3,-3,-12,-6,-3,-12,-4,4,-1,-5,-12,-8,-20,-16,-9,-3,-16,-4,2,-8
T76	1,3,5,7,9,12,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,71,72,74	2,4,1,2,3,2,2,3,4,3,2,1,4,4,4,2,4,2,4,2,3,1,4,3,4,2,3,4,3,2,1,4,1,4,3,4,1	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	2,-8,4,8,-12,2,-2,-15,-20,-15,-4,5,-12,8,-4,8,-4,-6,-12,-8,-9,-1,-16,-3,4,-2,-15,-12,-6,-10,-4,-12,-3,-16,-3,8,-4
T77	1,3,5,7,9,11,13,15,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,65,66,68,71,72,74	1,1,1,2,2,4,1,2,4,3,3,3,4,3,2,3,4,3,4,4,3,3,4,3,2,2,2,2,2,3,4,1,2,4,4,3,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,4,-3,-4,-1,2,-4	1,-2,4,8,-8,-20,-1,-10,-20,-15,-6,15,-12,6,-2,12,-4,-9,-12,-16,-9,-3,-16,-3,2,-2,-10,-6,-4,-15,-16,4,-6,-16,-4,6,-16
T78	1,3,5,7,9,12,13,16,17,19,21,24,25,27,29,31,34,36,39,40,42,44,46,48,51,52,54,56,58,60,62,64,66,68,71,72,74	3,1,3,2,2,2,1,3,2,4,4,2,2,3,3,1,4,1,2,2,4,1,4,1,4,4,2,2,1,4,4,2,3,1,1,4,1	1,-2,4,4,-4,1,-1,-4,-5,-5,-2,5,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-2,12,8,-8,2,-1,-12,-10,-20,-8,10,-6,6,-3,4,-4,-3,-6,-8,-12,-1,-16,-1,4,-4,-10,-6,-2,-20,-16,-6,-9,-4,-1,8,-4
